Gene	scL1P0001	scL1P0002	scL1P0003	scL1P0004	scL1P0005	scL1P0006	scL1P0007	scL1P0008	scL1P0009	scL1P0010	scL1P0011	scL1P0012	scL1P0013	scL1P0014	scL1P0015	scL1P0016	scL1P0017
YDR242W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR243C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR245W	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0
YDR247W	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR251W	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
YDR252W	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
YDR254W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR255C	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR256C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YDR257C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR258C	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
YDR259C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR260C	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
YDR261C	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0
YDR264C	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
YDR265W	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
YDR267C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR270W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YDR272W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR273W	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
YDR277C	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
YDR280W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR283C	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
YDR284C	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
YDR285W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR287W	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YDR288W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR289C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YDR291W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR294C	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YDR295C	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR296W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR298C	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
YDR299W	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR301W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR302W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR303C	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR304C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR305C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR308C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR309C	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0
YDR312W	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1
YDR313C	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR316W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR317W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR318W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR320C-A	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR321W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR322C-A	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0
YDR322W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YDR323C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR324C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR325W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR328C	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR329C	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YDR330W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR331W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR332W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR334W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR335W	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0
YDR341C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR342C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR343C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR347W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YDR349C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR350C	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YDR353W	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YDR354W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR358W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR359C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR362C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR363W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR364C	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR365C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR368W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR369C	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YDR372C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR373W	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
YDR375C	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
YDR378C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR379W	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0
YDR380W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR381W	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR382W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR385W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR386W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR388W	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0
YDR389W	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
YDR392W	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1
YDR393W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR394W	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR395W	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR398W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR399W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR402C	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0
YDR403W	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YDR404C	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YDR405W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YDR406W	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR407C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR409W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR410C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR414C	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YDR418W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR419W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR421W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR422C	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
YDR423C	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YDR424C	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR425W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR427W	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR429C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR430C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR435C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR436W	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0
YDR437W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR440W	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YDR441C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR443C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR446W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR447C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR448W	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
YDR449C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR450W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR451C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR452W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR454C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR456W	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
YDR457W	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YDR459C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR461W	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
YDR463W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR464W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR465C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR466W	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
YDR470C	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR471W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR472W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR473C	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR477W	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0
YDR478W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR479C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR480W	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0
YDR481C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR483W	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YDR484W	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
YDR485C	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR488C	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0
YDR489W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR490C	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0
YDR492W	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
YDR494W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR495C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR496C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR498C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR499W	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
YDR500C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR501W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR508C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR511W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR513W	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YDR515W	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
YDR517W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR518W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR519W	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
YDR522C	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YDR523C	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
YDR527W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR529C	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YDR531W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR533C	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
YDR534C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR536W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR538W	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YEL002C	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YEL003W	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
YEL004W	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YEL005C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YEL009C	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YEL011W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YEL012W	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
YEL013W	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YEL015W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL016C	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YEL017C-A	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YEL017W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL020W-A	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0
YEL022W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
YEL024W	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YEL027W	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0
YEL029C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YEL030W	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0
YEL031W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YEL036C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YEL037C	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
YEL038W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL039C	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
YEL040W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YEL041W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL042W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YEL046C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL047C	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
YEL049W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YEL050C	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YEL051W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YEL053C	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YEL054C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YEL056W	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YEL058W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL059C-A	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YEL060C	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
YEL061C	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL062W	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL063C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL064C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL065W	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
YEL066W	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YEL071W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YER001W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YER003C	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YER005W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YER006W	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
YER007C-A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER007W	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YER008C	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
YER009W	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YER011W	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
YER012W	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
YER013W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER014W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER015W	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YER016W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YER018C	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YER019C-A	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YER020W	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
YER021W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YER022W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER024W	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YER025W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YER026C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER027C	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0
YER028C	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YER029C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER031C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YER032W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER035W	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER036C	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YER039C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YER040W	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YER041W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER042W	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YER045C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER047C	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YER048C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YER050C	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YER052C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER053C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YER054C	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0
YER055C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER056C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YER057C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YER059W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YER060W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YER060W-A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YER061C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YER062C	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YER064C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER065C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YER068W	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
YER069W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER072W	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
YER073W	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YER074W-A	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YER075C	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0
YER082C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER083C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YER087C-B	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YER087W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YER088C	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
YER089C	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0
YER090W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER091C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER094C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YER096W	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0
YER101C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YER102W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YER103W	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
YER104W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YER105C	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YER109C	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
YER110C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YER111C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER112W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER114C	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0
YER116C	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER117W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YER118C	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0
YER119C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YER120W	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YER122C	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
YER123W	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YER124C	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
YER125W	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
YER126C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YER127W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER129W	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YER131W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YER132C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YER133W	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0
YER141W	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YER142C	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YER143W	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
YER145C	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YER147C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER148W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER150W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YER154W	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
YER157W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YER159C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YER161C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER164W	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER166W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YER167W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER168C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER169W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER170W	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YER171W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER172C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER174C	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
YER175C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER176W	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YER178W	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YER183C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YER190W	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
YFL001W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL002C	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YFL003C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFL004W	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YFL005W	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
YFL008W	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFL009W	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
YFL010C	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
YFL011W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL013C	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YFL014W	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
YFL016C	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
YFL017W-A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL018C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YFL021W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
