Gene	scL1P0001	scL1P0002	scL1P0003	scL1P0004	scL1P0005	scL1P0006	scL1P0007	scL1P0008	scL1P0009	scL1P0010	scL1P0011	scL1P0012	scL1P0013	scL1P0014	scL1P0015	scL1P0016	scL1P0017
YNL061W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL064C	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0
YNL069C	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YNL071W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YNL076W	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YNL094W	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
YNL102W	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YNL104C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL116W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL121C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YNL124W	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL129W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL131W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YNL135C	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
YNL141W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL152W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL172W	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YNL183C	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
YNL185C	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YNL188W	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1
YNL190W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YNL194C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YNL199C	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YNL206C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YNL216W	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0
YNL220W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL233W	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0
YNL257C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YNL267W	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
YNL268W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL283C	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0
YNL289W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YNL290W	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
YNL291C	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YNL294C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YNL323W	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YNL339C	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
YNR002C	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YNR016C	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YNR026C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
YNR030W	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YNR032W	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YNR041C	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YNR043W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNR049C	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
YNR051C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YNR052C	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YNR054C	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YOL001W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YOL002C	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
YOL006C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL011W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL012C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL038W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOL040C	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
YOL041C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOL042W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL044W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YOL051W	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
YOL054W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL058W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL059W	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOL069W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YOL077W-A	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
YOL081W	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
YOL095C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOL096C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL103W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL121C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YOL122C	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
YOL123W	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YOL129W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YOL130W	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
YOL139C	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
YOL140W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL158C	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YOR001W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR003W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR005C	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YOR023C	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR025W	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR037W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YOR039W	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0
YOR040W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR043W	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0
YOR054C	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0
YOR058C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR064C	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YOR070C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
YOR083W	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR099W	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YOR115C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR128C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR132W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR145C	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
YOR148C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR153W	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0
YOR155C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR159C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR161C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR184W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR185C	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YOR190W	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YOR195W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR196C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR207C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR209C	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR217W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR229W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YOR233W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR247W	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YOR260W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YOR266W	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
YOR274W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR294W	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YOR313C	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YOR320C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR329C	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YOR347C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR351C	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR363C	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YOR367W	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YOR368W	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YOR373W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YOR375C	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YOR388C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YPL006W	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL024W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
YPL026C	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YPL028W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL040C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YPL042C	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YPL045W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YPL058C	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL061W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YPL069C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL070W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL078C	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
YPL079W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YPL084W	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0
YPL089C	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0
YPL090C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YPL092W	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YPL096C-A	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
YPL113C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL118W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YPL120W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YPL126W	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL129W	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YPL141C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YPL146C	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YPL148C	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YPL157W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL160W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YPL169C	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL170W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL175W	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YPL180W	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YPL189W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL190C	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL194W	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YPL202C	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
YPL208W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YPL219W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
YPL226W	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YPL234C	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
YPL237W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YPL239W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL243W	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YPL249C-A	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YPL256C	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
YPL266W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR024W	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
YPR028W	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
YPR041W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
YPR042C	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPR047W	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
YPR051W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YPR055W	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
YPR057W	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YPR062W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR066W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
YPR080W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YPR082C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR108W	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YPR113W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR120C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YPR121W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR145W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR151C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YPR159W	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0
YPR160W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YPR161C	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
YPR175W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR187W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPR190C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPR191W	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
